id,시설명,parkId,운영,종교,필터,img분석,운영_old,개인단/부부단,관내/관외,제목,설명,가격
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,평장묘 개장작업비,"(공임), (1명당), 유골함 비용 별도",200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,추가 평장작업비,,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,각자대매장,평장 구분없이 통합하여 사용,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,봉분 설치비,,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,봉분수선,1년 1회 A/S 보장,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,평장상석,.5자걸방석 제외 2.5자걸방석 제외,700000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,장례진행비각자대,"매장신고대행, 의전 진행 포함",700000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,처음 평장작업비,처음 평장작업비,1000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,매장묘 개장작업비,화장 제외 시,1000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,매장작업비유골함,일 경우,1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,가봉분 작업비 A일반봉분,가봉분 작업비 A일반봉분,1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,단형봉분(15전묘테),추가 1,1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,단형봉분(30전묘테),추가 1단형봉분(30전묘테) 추가,1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,가봉분 작업비 B앞면조각봉분 이상,,1800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,석봉분,/3평형/자바라형,1800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,가봉분 작업비 C원형봉분,가봉분 작업비 C원형봉분,2000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,봉분,"단형 (2,3평기초) 1기, 2단형 (2,3평기초) 1기",3000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,단형봉분,"단형봉분(2,3평기초) 1기 추가 2단형봉분(2,3평기초) 1기 추가",4500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,"단형봉분, 4단형봉분","(3평기초판석) 1기, (3평기초판석) 1기",6000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,앞면조각봉분A,"(단형) 1기 추가, (3단형) 1기 추가",7000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,앞면조각봉분B,"(단형) 1기 추가, (4단형) 1기 추가",8000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,정원형 평장,"위(추), 2위(추)",9500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,"앞면조각봉분C(3단형), 앞면조각봉분C(단형)",1기 추가,11000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,"앞면조각봉분D(단형), 앞면조각봉분D(4단형)",1기 추가사용하지 않는 모델,12000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,평장E,평장E,15000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,"정원형 평장위, 정원형 평장2위",단품,17500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,"평장위동백14, 평장2위동백14",에만 판매,18000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,개인단,,개인 매장묘,(3평형),20275000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,,,정원형 평장E,"(백합가), (백합3가)",25000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,공원묘지,부부단,,부부 매장묘 ,(6평형),31150000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,식당이용료(일반),1인 기준,15000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,식사(일반식),1인 기준,15000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,식당이용료(특식),1인 기준,18000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,식사(갈비탕),1인 기준,18000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,철쭉식재(EA),철쭉 1개당 원,20000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,천막대여동,1일,55000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,나무제거 / 전지,나무에 따라 차등 적용,55000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,나무식재,나무에 따라 차등 적용,66000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,걸방석,.3/2.5자 걸방석 2.3/2.5자,100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,석화분,"EA, 2EA",100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,추가각자대인,추가/삭제 마다 추가/삭제 마다,110000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,유골함(한지)규격 (18*18),,110000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,분묘수선석물수선 명칭변경,"단수에 따라 적용 분묘수선석물수선, 명칭변경 / 단수에 따라 적용",150000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,조경유지비년분,조경유지비5년분,150000
1,(재)낙원추모공원,1,공설,불교,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,개토제 또는 산신제 (택)1회 기준,개토제 또는 산신제 (택1)1회 기준,150000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,월석 각자대,월석 각자대,200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,팔각 유골함(한지)규격(*18*19),/ 향균 기능 팔각 유골함(한지)규격(18*18*19) / 향균 기능,220000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,리모델링 추가설치(경계석),"리모델링, 추가설치(경계석)",300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,"구판(자, 와비2자)",,300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,야간 작업비,기존 작업비에 추가 야간 작업비기존 작업비에 추가,300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,의전 서비스,회 기준 의전 서비스 회 기준,300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,메탈포토A(일반형),메탈포토A(일반형),330000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,메탈포토B(L자형),메탈포토B(L자형),330000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,가족단,,가족표석,가족표석,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,월석(거창)비석,교체 시 사용 월석(거창)비석 교체 시 사용,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,카멜리아 표석비석,교체 시 사용,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,청여 표석비석,교체 시 사용 청여 표석비석 교체 시 사용,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,구판,"(.5자, 와지 2.3자), (3.5자, 와지 2.3자)",400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,부부단,,사각 원형석실(부부)1인 석실,"사각, 원형석실(부부)1인 석실",400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,삼향로,,400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,메탈포토C(다각형),,440000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,월석(고흥)비석,교체 시 사용,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,충곽/탈관비작업비,재료비,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,경계석(전),,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,특삼향로,특삼향로,500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,성경책,,600000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,개장정리비(소),개장정리비(소),700000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,구판,"(.5자 특, 2.5자 와비), (3.5자 특, 2.5자 와비)",700000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,상석,".3 세트고흥석, 2.3 세트고흥석",800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,비석,"자 (오석), 3자 (오석)",800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,부부단,,부부와비,부부와비,800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,부부단,,수목형 표석,"아이리스카멜리아,플라타너스,낙원평장,다알리아추억/사랑/하늘 정원(세우는 형태), 부부표석",800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,와비,"자 (오석), 2자 (오석)",900000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,개장정리비(특수단형 이상),,1000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,"상석 .5 세트, 상석 2.5 세트","거창석, 고흥석",1100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,와비,".3자 (오석), 2.3자 (오석)",1100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,갓(.5자),,1100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,상석 .7 세트걸방석,포함 상석 2.7 세트걸방석 포함,1300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,와비,".5자(오석), 2.5자(오석)",1300000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,유골함(봉안당전용)규격,"(.5 * 15.5), (21.5 * 15.5)",1320000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,석곽 / 석관,석곽 / 석관,1400000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,비석,".5자 (오석), 3.5자 (오석)",1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,판석,판석,1500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,리모델링 추가설치,담장석,1800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,석등,석등,2000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,개인단,,리모델링 작업비,"(인), (1인)",2700000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,다알리아(단품),,3500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,클로버(단품),클로버(단품),3500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,아이리스(단품)," 대, 소",4100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,리모델링 작업비,"(인), (1인)",4200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,플라타너스(단품),,5100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,"청여, 청여2","(2~4위), (2~4위)",11900000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,담장형 평장묘,"동백, 동백4",12500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,담장형 월석평장묘,(동백) 최대 4위 (동백6) 최대 4위,14000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,청여,"청여 (4~8위), 청여2 (4~8위)",14900000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,담장형 월석평장묘,"(동백) 최대 6위, (동백6) 최대 6위",15000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,청여,(4~8위)신설 청여1 (4~8위)신설,17200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,"청여, 청여2",(6~12위),17900000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,청여 청여1,(6~12위)신설,20200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,부부단,,프리미엄 부부 평장묘,( 담장시설 ),21800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,청여 청여1,(8~16위)신설,23200000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,가족단,,프리미엄 가족 평장묘 ( 담장시설 ),,28950000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,정원형 고흥위,(백합3가),30000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,,,사용료,1평형 기준,30000000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,봉안당,부부단,,프리미엄 부부 매장묘,(~12평형)(담장시설),64650000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,수목장,,,바닥 잔디(평형),,100000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,수목장,부부단,,수목형 표석,"아이리스카멜리아,플라타너스,낙원평장,다알리아추억/사랑/하늘 정원(세우는 형태), 부부표석",800000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,수목장,부부단,,부부 수목형 평장묘,,8500000
1,(재)낙원추모공원,1,공설,,"봉안당, 수목장, 공원묘지",공원묘지,기타(관리비),,,관리비평형,1년 기준 관리비1평형/1년 기준,250000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,경계석비,"1m, m",145000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,개장작업비평장,"소형석도홍, 소형,석도홍",200000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,좌대(소),,246675
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,좌대(대),,286000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,와비좌대,,286000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,월석(소),,328900
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,화병(소),,328900
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,각자대특수마크,금액추가,330000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,개장정리비,,400000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,안치료,안치료,400000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,매장작업비함,,400000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,월석(대),,429000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,화병(대),,429000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,삼향로,삼향로 삼향로,429000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,봉분수선비,,500000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석애석,(.3) (2.3),500500
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,북석,,572000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,성경책,,572000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,봉분설치비일반,,600000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,입주비석도홍 평장,입주비석도홍 평장,620000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석애석,(.5) (2.5),643500
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,갓석(소),,672100
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,갓석(대),,757900
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,개장작업비,개장작업비,800000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,매장작업비,,800000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석애석,"(.0), (3.0)",822250
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석,"(.0), (3.0)",822250
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,와비,(.3) (2.3),822250
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,와비,(.5) (2.5),1001000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,둘레석(소),,1001000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석청석,"상석청석(.5), 상석청석(2.5)",1100000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,봉분설치비특수,,1100000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석,"(.7), (3.7)",1144000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,석관,,1155000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석오석,"(.0), (3.0)",1287000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,상석오석,(.3) (3.3),1430000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석,(.0) (4.0),1430000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,둘레석,단 1단,1480050
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,둘레석,단 2단,2631200
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,둘레석 청,"단 소, 3단 소",5005000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,평장2위세트,"(.5평형), (2.5평형)",5273180
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,둘레석 청,"단 대, 3단 대",5434000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,원형둘레석,,5720000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,개인단,,"매장묘(.5평형/단봉), 매장묘(2.5평형/단봉)","사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계",12000000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,개인단,,매장묘(평형/단봉),"사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함",15339000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,개인단,,매장묘(.5평형/쌍봉),"사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함",18000000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,묘지사용료,"평, 1평",21600000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,개인단,,매장묘(평형/쌍봉),"사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함",23823000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,천판,,150000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석좌대,"기, 9기 4기, 9기",185000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,소형평장와비,소형평장와비,341000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석(신형),4기 비석(신형),736000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,비석(신형),9기 비석(신형),786500
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,구형 비석,9기 구형 비석,858000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,공원묘지,,,구형 비석,6기 구형 비석,1001000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,봉안당,,,봉안묘 신형,"(위 세트), (2위 세트)",15200000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,봉안당,,,봉안묘,"(위 세트)신형, (4위 세트)신형",19200000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,봉안당,,,봉안묘 신형,"(위 세트), (6위 세트)",24000000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,봉안당,,,봉안묘,"(위 세트)신형, (9위 세트)신형",28000000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,봉안당,,,봉안묘,"위 세트, 16위 세트",35000000
2,(재)실로암공원묘원,2,사설,불교,"공원묘지, 봉안당",공원묘지,기타(관리비),,,관리비,1평/1년,160000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,봉분수선비,형태별 차등부과,450000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,봉분작업비사각봉분작업,형태별 차등부과,500000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,매장작업비(화장),기당 (토지개토작업 및 안장비용),550000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,가묘매장작업비(화장),기당/1기당 (토지개토작업 및 안장비용),600000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,매장작업비,(생장)1기당(토지개토작업 및 안장비용),1000000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,봉분작업비사각대형/원형봉분작업,,1000000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,가묘매장작업비,(생장)기당(토지개토작업 및 안장비용),1100000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,석관매장용,석관매장용,1200000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,개인단,,시설물위평장세트,1위,2500000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,가족단,,"시설물가족위, 시설물가족2위",평장형,7000000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,가족단,,시설물가족,"위(평장형), 2위(평장형)",9600000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,시설물위조각매장세트,6위,10900000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,가족단,,"시설물가족위, 시설물가족2위",평장형,12200000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,공원묘지,,,묘지사용료,평형1 1평형1,16000000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,봉안당,,,봉안묘안치작업,"기이하, 18기이하, 판재안치",200000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,봉안당,,,각자작업봉안묘판재각자/평장묘각자,(기당),200000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,봉안당,,,봉안묘안치작업,"기이상, 18기이상, 평장묘",300000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,봉안당,,,석관봉안용,,350000
3,(재)삼덕공원묘원,3,사설,,"봉안당, 공원묘지",공원묘지,봉안당,부부단,,시설물부부봉안묘,,4200000
